10000, 0.0020629000000000003
20000,  0.0033926499999999997
30000, 0.00349675
40000, 0.0046692999999999995
50000, 0.005205400000000001
60000, 0.006653750000000002
70000, 0.007025449999999998
80000, 0.009479600000000001
90000, 0.012471000000000003
100000, 0.011417900000000002
110000, 0.010811249999999997
120000, 0.011360050000000003
130000, 0.01124325
140000, 0.0116422
150000, 0.012694349999999993
160000, 0.014724250000000003
170000, 0.012805600000000002
180000, 0.01585855
190000, 0.016652849999999995
200000, 0.016414249999999995
